node1	node2	MISIM_similarity_value
hsa-mir-659	hsa-mir-135b	0
hsa-mir-659	hsa-mir-106a	0.0167
hsa-mir-659	hsa-mir-148a	0.0244
hsa-mir-659	hsa-mir-340	0
hsa-mir-659	hsa-mir-615	0
hsa-mir-659	hsa-mir-654	0
hsa-mir-659	hsa-mir-200c	0
hsa-mir-659	hsa-mir-148b	0.0416
hsa-mir-659	hsa-mir-30a	0.0377
hsa-mir-659	hsa-mir-324	0
hsa-mir-659	hsa-mir-598	0.0833
hsa-mir-659	hsa-mir-100	0.0244
hsa-mir-659	hsa-mir-375	0
hsa-mir-659	hsa-mir-338	0.0606
hsa-mir-659	hsa-mir-15b	0.0456
hsa-mir-659	hsa-mir-30e	0.0381
hsa-mir-659	hsa-mir-339	0
hsa-mir-659	hsa-mir-32	0
hsa-mir-659	hsa-mir-424	0
hsa-mir-659	hsa-mir-134	0.0505
hsa-mir-659	hsa-mir-200a	0
hsa-mir-659	hsa-mir-18b	0
hsa-mir-659	hsa-mir-328	0.1515
hsa-mir-659	hsa-mir-95	0.0333
hsa-mir-659	hsa-mir-532	0
hsa-mir-659	hsa-mir-214	0.0133
hsa-mir-659	hsa-mir-210	0.0146
hsa-mir-659	hsa-mir-205	0
hsa-mir-659	hsa-mir-144	0
hsa-mir-659	hsa-mir-484	0.0416
hsa-mir-659	hsa-mir-376c	0.0366
hsa-mir-659	hsa-mir-99a	0
hsa-mir-659	hsa-mir-130a	0.0244
hsa-mir-659	hsa-mir-27a	0.0333
hsa-mir-659	hsa-mir-27b	0
hsa-mir-659	hsa-mir-454	0
hsa-mir-659	hsa-mir-362	0.0732
hsa-mir-659	hsa-mir-182	0
hsa-mir-659	hsa-mir-98	0
hsa-mir-659	hsa-mir-92b	0.0947
hsa-mir-659	hsa-mir-432	0.06
hsa-mir-659	hsa-mir-411	0
hsa-mir-659	hsa-mir-335	0.0293
hsa-mir-659	hsa-mir-29c	0.0274
hsa-mir-659	hsa-mir-30d	0.0254
hsa-mir-659	hsa-mir-187	0
hsa-mir-659	hsa-mir-301a	0
hsa-mir-659	hsa-mir-199b	0.0183
hsa-mir-659	hsa-mir-126	0.0105
hsa-mir-659	hsa-mir-191	0
hsa-mir-497	hsa-mir-423	0.4
hsa-mir-497	hsa-mir-143	0.2246
hsa-mir-497	hsa-mir-323	0.0431
hsa-mir-497	hsa-mir-152	0.0308
hsa-mir-497	hsa-mir-330	0.5
hsa-mir-497	hsa-let-7e	0.3701
hsa-mir-497	hsa-mir-223	0.2946
hsa-mir-497	hsa-mir-34a	0.323
hsa-mir-497	hsa-let-7c	0.4027
hsa-mir-497	hsa-mir-17	0.2202
hsa-mir-497	hsa-mir-146b	0.2281
hsa-mir-497	hsa-mir-501	0.5
hsa-mir-497	hsa-mir-296	0.2766
hsa-mir-497	hsa-mir-186	0.5091
hsa-mir-497	hsa-mir-370	0.0132
hsa-mir-497	hsa-mir-125a	0.398
hsa-mir-497	hsa-mir-28	0.5932
hsa-mir-497	hsa-mir-183	0.104
hsa-mir-497	hsa-mir-196b	0.0823
hsa-mir-497	hsa-mir-195	0.5393
hsa-mir-497	hsa-mir-107	0.7156
hsa-mir-497	hsa-mir-192	0.387
hsa-mir-497	hsa-mir-301b	0.0358
hsa-mir-497	hsa-mir-409	0.0333
hsa-mir-497	hsa-mir-185	0
hsa-mir-497	hsa-mir-378	0.3448
hsa-mir-497	hsa-mir-542	0.0331
hsa-mir-497	hsa-mir-130b	0.4018
hsa-mir-497	hsa-mir-135b	0.111
hsa-mir-497	hsa-mir-106a	0.2429
hsa-mir-497	hsa-mir-148a	0.7557
hsa-mir-497	hsa-mir-340	0.8
hsa-mir-497	hsa-mir-615	0
hsa-mir-497	hsa-mir-654	0
hsa-mir-497	hsa-mir-200c	0.2618
hsa-mir-497	hsa-mir-148b	0.3333
hsa-mir-497	hsa-mir-30a	0.4215
hsa-mir-497	hsa-mir-324	0
hsa-mir-497	hsa-mir-598	0
hsa-mir-497	hsa-mir-100	0.312
hsa-mir-497	hsa-mir-375	0.0298
hsa-mir-497	hsa-mir-338	0.1188
hsa-mir-497	hsa-mir-15b	0.0782
hsa-mir-497	hsa-mir-30e	0.3313
hsa-mir-497	hsa-mir-339	0.2544
hsa-mir-497	hsa-mir-32	0.3334
hsa-mir-497	hsa-mir-424	0.2988
hsa-mir-497	hsa-mir-134	0.0193
hsa-mir-497	hsa-mir-200a	0.0984
hsa-mir-497	hsa-mir-18b	0.3405
hsa-mir-497	hsa-mir-328	0.0938
hsa-mir-497	hsa-mir-95	0.0914
hsa-mir-497	hsa-mir-532	0.0165
hsa-mir-497	hsa-mir-214	0.3982
hsa-mir-497	hsa-mir-210	0.3839
hsa-mir-497	hsa-mir-205	0.2591
hsa-mir-497	hsa-mir-144	0.0512
hsa-mir-497	hsa-mir-484	0.0152
hsa-mir-497	hsa-mir-376c	0.3587
hsa-mir-497	hsa-mir-99a	0.0263
hsa-mir-497	hsa-mir-130a	0.5393
hsa-mir-497	hsa-mir-27a	0.6112
hsa-mir-497	hsa-mir-27b	0.031
hsa-mir-497	hsa-mir-454	0.0343
hsa-mir-497	hsa-mir-362	0.5
hsa-mir-497	hsa-mir-182	0.2491
hsa-mir-497	hsa-mir-98	0.3723
hsa-mir-497	hsa-mir-92b	0.1371
hsa-mir-497	hsa-mir-432	0.6667
hsa-mir-497	hsa-mir-411	0.0384
hsa-mir-497	hsa-mir-335	0.3304
hsa-mir-497	hsa-mir-29c	0.2047
hsa-mir-497	hsa-mir-30d	0.0857
hsa-mir-497	hsa-mir-187	0.0092
hsa-mir-497	hsa-mir-301a	0.0358
hsa-mir-497	hsa-mir-199b	0.434
hsa-mir-497	hsa-mir-126	0.3258
hsa-mir-497	hsa-mir-191	0.3313
hsa-mir-423	hsa-mir-143	0.0118
hsa-mir-423	hsa-mir-323	0
hsa-mir-423	hsa-mir-152	0.0384
hsa-mir-423	hsa-mir-330	0.6667
hsa-mir-423	hsa-let-7e	0.2353
hsa-mir-423	hsa-mir-223	0.1311
hsa-mir-423	hsa-mir-34a	0.0118
hsa-mir-423	hsa-let-7c	0.1333
hsa-mir-423	hsa-mir-17	0.0777
hsa-mir-423	hsa-mir-146b	0.0226
hsa-mir-423	hsa-mir-501	0
hsa-mir-423	hsa-mir-296	0.511
hsa-mir-423	hsa-mir-186	0.5
hsa-mir-423	hsa-mir-370	0
hsa-mir-423	hsa-mir-125a	0.1979
hsa-mir-423	hsa-mir-28	0.3333
hsa-mir-423	hsa-mir-183	0
hsa-mir-423	hsa-mir-196b	0
hsa-mir-423	hsa-mir-195	0.3857
hsa-mir-423	hsa-mir-107	0.2222
hsa-mir-423	hsa-mir-192	0.3333
hsa-mir-423	hsa-mir-301b	0
hsa-mir-423	hsa-mir-409	0
hsa-mir-423	hsa-mir-185	0.6667
hsa-mir-423	hsa-mir-378	0
hsa-mir-423	hsa-mir-542	0.0363
hsa-mir-423	hsa-mir-130b	0.8
hsa-mir-423	hsa-mir-135b	0.0221
hsa-mir-423	hsa-mir-106a	0
hsa-mir-423	hsa-mir-148a	0.2857
hsa-mir-423	hsa-mir-340	0.5
hsa-mir-423	hsa-mir-615	0.6667
hsa-mir-423	hsa-mir-654	0.6667
hsa-mir-423	hsa-mir-200c	0.4088
hsa-mir-423	hsa-mir-148b	0
hsa-mir-423	hsa-mir-30a	0.4444
hsa-mir-423	hsa-mir-324	0.6667
hsa-mir-423	hsa-mir-598	0
hsa-mir-423	hsa-mir-100	0
hsa-mir-423	hsa-mir-375	0
hsa-mir-423	hsa-mir-338	0.0294
hsa-mir-423	hsa-mir-15b	0
hsa-mir-423	hsa-mir-30e	0.2857
hsa-mir-423	hsa-mir-339	0.2418
hsa-mir-423	hsa-mir-32	0.25
hsa-mir-423	hsa-mir-424	0.3333
hsa-mir-423	hsa-mir-134	0.5
hsa-mir-423	hsa-mir-200a	0.016
hsa-mir-423	hsa-mir-18b	0
hsa-mir-423	hsa-mir-328	0
hsa-mir-423	hsa-mir-95	0
hsa-mir-423	hsa-mir-532	0
hsa-mir-423	hsa-mir-214	0.0552
hsa-mir-423	hsa-mir-210	0.3786
hsa-mir-423	hsa-mir-205	0.2176
hsa-mir-423	hsa-mir-144	0
hsa-mir-423	hsa-mir-484	0.4
hsa-mir-423	hsa-mir-376c	0
hsa-mir-423	hsa-mir-99a	0.4
hsa-mir-423	hsa-mir-130a	0.2857
hsa-mir-423	hsa-mir-27a	0.3333
hsa-mir-423	hsa-mir-27b	0
hsa-mir-423	hsa-mir-454	0
hsa-mir-423	hsa-mir-362	0
hsa-mir-423	hsa-mir-182	0.25
hsa-mir-423	hsa-mir-98	0.3333
hsa-mir-423	hsa-mir-92b	0
hsa-mir-423	hsa-mir-432	0.4
hsa-mir-423	hsa-mir-411	0.0513
hsa-mir-423	hsa-mir-335	0.0182
hsa-mir-423	hsa-mir-29c	0
hsa-mir-423	hsa-mir-30d	0.2088
hsa-mir-423	hsa-mir-187	0
hsa-mir-423	hsa-mir-301a	0
hsa-mir-423	hsa-mir-199b	0.2222
hsa-mir-423	hsa-mir-126	0.1333
hsa-mir-423	hsa-mir-191	0
hsa-mir-143	hsa-mir-323	0.0914
hsa-mir-143	hsa-mir-152	0.0395
hsa-mir-143	hsa-mir-330	0
hsa-mir-143	hsa-let-7e	0.445
hsa-mir-143	hsa-mir-223	0.4641
hsa-mir-143	hsa-mir-34a	0.5199
hsa-mir-143	hsa-let-7c	0.5058
hsa-mir-143	hsa-mir-17	0.377
hsa-mir-143	hsa-mir-146b	0.3752
hsa-mir-143	hsa-mir-501	0.1458
hsa-mir-143	hsa-mir-296	0.2463
hsa-mir-143	hsa-mir-186	0.1121
hsa-mir-143	hsa-mir-370	0.0257
hsa-mir-143	hsa-mir-125a	0.4766
hsa-mir-143	hsa-mir-28	0.3885
hsa-mir-143	hsa-mir-183	0.3837
hsa-mir-143	hsa-mir-196b	0.2905
hsa-mir-143	hsa-mir-195	0.2081
hsa-mir-143	hsa-mir-107	0.3549
hsa-mir-143	hsa-mir-192	0.439
hsa-mir-143	hsa-mir-301b	0.1872
hsa-mir-143	hsa-mir-409	0.0511
hsa-mir-143	hsa-mir-185	0.0126
hsa-mir-143	hsa-mir-378	0.1252
hsa-mir-143	hsa-mir-542	0.0236
hsa-mir-143	hsa-mir-130b	0.1271
hsa-mir-143	hsa-mir-135b	0.3712
hsa-mir-143	hsa-mir-106a	0.3807
hsa-mir-143	hsa-mir-148a	0.3347
hsa-mir-143	hsa-mir-340	0.1062
hsa-mir-143	hsa-mir-615	0.0126
hsa-mir-143	hsa-mir-654	0.0126
hsa-mir-143	hsa-mir-200c	0.3638
hsa-mir-143	hsa-mir-148b	0.1208
hsa-mir-143	hsa-mir-30a	0.3631
hsa-mir-143	hsa-mir-324	0.0126
hsa-mir-143	hsa-mir-598	0
hsa-mir-143	hsa-mir-100	0.4495
hsa-mir-143	hsa-mir-375	0.1845
hsa-mir-143	hsa-mir-338	0.2569
hsa-mir-143	hsa-mir-15b	0.4375
hsa-mir-143	hsa-mir-30e	0.2355
hsa-mir-143	hsa-mir-339	0.2108
hsa-mir-143	hsa-mir-32	0.3514
hsa-mir-143	hsa-mir-424	0.2832
hsa-mir-143	hsa-mir-134	0.0287
hsa-mir-143	hsa-mir-200a	0.3926
hsa-mir-143	hsa-mir-18b	0.2267
hsa-mir-143	hsa-mir-328	0.0336
hsa-mir-143	hsa-mir-95	0.2636
hsa-mir-143	hsa-mir-532	0.0323
hsa-mir-143	hsa-mir-214	0.4034
hsa-mir-143	hsa-mir-210	0.46
hsa-mir-143	hsa-mir-205	0.4355
hsa-mir-143	hsa-mir-144	0.0983
hsa-mir-143	hsa-mir-484	0.1622
hsa-mir-143	hsa-mir-376c	0.4128
hsa-mir-143	hsa-mir-99a	0.2315
hsa-mir-143	hsa-mir-130a	0.3318
hsa-mir-143	hsa-mir-27a	0.1819
hsa-mir-143	hsa-mir-27b	0.1695
hsa-mir-143	hsa-mir-454	0.0658
hsa-mir-143	hsa-mir-362	0.1458
hsa-mir-143	hsa-mir-182	0.2386
hsa-mir-143	hsa-mir-98	0.1529
hsa-mir-143	hsa-mir-92b	0.3489
hsa-mir-143	hsa-mir-432	0.1276
hsa-mir-143	hsa-mir-411	0.0131
hsa-mir-143	hsa-mir-335	0.3345
hsa-mir-143	hsa-mir-29c	0.3603
hsa-mir-143	hsa-mir-30d	0.3413
hsa-mir-143	hsa-mir-187	0.0187
hsa-mir-143	hsa-mir-301a	0.1872
hsa-mir-143	hsa-mir-199b	0.4634
hsa-mir-143	hsa-mir-126	0.6368
hsa-mir-143	hsa-mir-191	0.403
hsa-mir-323	hsa-mir-152	0
hsa-mir-323	hsa-mir-330	0
hsa-mir-323	hsa-let-7e	0.207
hsa-mir-323	hsa-mir-223	0.125
hsa-mir-323	hsa-mir-34a	0.2137
hsa-mir-323	hsa-let-7c	0.223
hsa-mir-323	hsa-mir-17	0.2268
hsa-mir-323	hsa-mir-146b	0.282
hsa-mir-323	hsa-mir-501	0
hsa-mir-323	hsa-mir-296	0.1293
hsa-mir-323	hsa-mir-186	0.1819
hsa-mir-323	hsa-mir-370	0.679
hsa-mir-323	hsa-mir-125a	0.203
hsa-mir-323	hsa-mir-28	0.0813
hsa-mir-323	hsa-mir-183	0.0765
hsa-mir-323	hsa-mir-196b	0.2601
hsa-mir-323	hsa-mir-195	0.0617
hsa-mir-323	hsa-mir-107	0.0994
hsa-mir-323	hsa-mir-192	0.1095
hsa-mir-323	hsa-mir-301b	0.1782
hsa-mir-323	hsa-mir-409	0.1562
hsa-mir-323	hsa-mir-185	0
hsa-mir-323	hsa-mir-378	0.2752
hsa-mir-323	hsa-mir-542	0.0632
hsa-mir-323	hsa-mir-130b	0.2323
hsa-mir-323	hsa-mir-135b	0.1573
hsa-mir-323	hsa-mir-106a	0.1209
hsa-mir-323	hsa-mir-148a	0.0833
hsa-mir-323	hsa-mir-340	0.0539
hsa-mir-323	hsa-mir-615	0
hsa-mir-323	hsa-mir-654	0
hsa-mir-323	hsa-mir-200c	0.1577
hsa-mir-323	hsa-mir-148b	0.0431
hsa-mir-323	hsa-mir-30a	0.065
hsa-mir-323	hsa-mir-324	0
hsa-mir-323	hsa-mir-598	0
hsa-mir-323	hsa-mir-100	0.1387
hsa-mir-323	hsa-mir-375	0.1699
hsa-mir-323	hsa-mir-338	0.1724
hsa-mir-323	hsa-mir-15b	0.1696
hsa-mir-323	hsa-mir-30e	0.1689
hsa-mir-323	hsa-mir-339	0.2511
hsa-mir-323	hsa-mir-32	0.1236
hsa-mir-323	hsa-mir-424	0.0813
hsa-mir-323	hsa-mir-134	0
hsa-mir-323	hsa-mir-200a	0.3203
hsa-mir-323	hsa-mir-18b	0.3105
hsa-mir-323	hsa-mir-328	0
hsa-mir-323	hsa-mir-95	0.1638
hsa-mir-323	hsa-mir-532	0.0918
hsa-mir-323	hsa-mir-214	0.1423
hsa-mir-323	hsa-mir-210	0.0902
hsa-mir-323	hsa-mir-205	0.1821
hsa-mir-323	hsa-mir-144	0.5645
hsa-mir-323	hsa-mir-484	0.0976
hsa-mir-323	hsa-mir-376c	0.0976
hsa-mir-323	hsa-mir-99a	0.127
hsa-mir-323	hsa-mir-130a	0.3676
hsa-mir-323	hsa-mir-27a	0.1818
hsa-mir-323	hsa-mir-27b	0.1262
hsa-mir-323	hsa-mir-454	0.4211
hsa-mir-323	hsa-mir-362	0
hsa-mir-323	hsa-mir-182	0.0643
hsa-mir-323	hsa-mir-98	0.1948
hsa-mir-323	hsa-mir-92b	0.197
hsa-mir-323	hsa-mir-432	0
hsa-mir-323	hsa-mir-411	0
hsa-mir-323	hsa-mir-335	0.1636
hsa-mir-323	hsa-mir-29c	0.184
hsa-mir-323	hsa-mir-30d	0.1738
hsa-mir-323	hsa-mir-187	0.1134
hsa-mir-323	hsa-mir-301a	0.1782
hsa-mir-323	hsa-mir-199b	0.1702
hsa-mir-323	hsa-mir-126	0.239
hsa-mir-323	hsa-mir-191	0.2214
hsa-mir-152	hsa-mir-330	0.0513
hsa-mir-152	hsa-let-7e	0.0355
hsa-mir-152	hsa-mir-223	0.0571
hsa-mir-152	hsa-mir-34a	0.0336
hsa-mir-152	hsa-let-7c	0.0384
hsa-mir-152	hsa-mir-17	0.028
hsa-mir-152	hsa-mir-146b	0.0381
hsa-mir-152	hsa-mir-501	0
hsa-mir-152	hsa-mir-296	0.0228
hsa-mir-152	hsa-mir-186	0.0384
hsa-mir-152	hsa-mir-370	0
hsa-mir-152	hsa-mir-125a	0.0591
hsa-mir-152	hsa-mir-28	0.0256
hsa-mir-152	hsa-mir-183	0.068
hsa-mir-152	hsa-mir-196b	0.0171
hsa-mir-152	hsa-mir-195	0.0218
hsa-mir-152	hsa-mir-107	0.0171
hsa-mir-152	hsa-mir-192	0.0937
hsa-mir-152	hsa-mir-301b	0
hsa-mir-152	hsa-mir-409	0
hsa-mir-152	hsa-mir-185	0
hsa-mir-152	hsa-mir-378	0
hsa-mir-152	hsa-mir-542	0.0577
hsa-mir-152	hsa-mir-130b	0.0308
hsa-mir-152	hsa-mir-135b	0.0124
hsa-mir-152	hsa-mir-106a	0.0435
hsa-mir-152	hsa-mir-148a	0.3077
hsa-mir-152	hsa-mir-340	0.0384
hsa-mir-152	hsa-mir-615	0
hsa-mir-152	hsa-mir-654	0
hsa-mir-152	hsa-mir-200c	0.0181
hsa-mir-152	hsa-mir-148b	0.4
hsa-mir-152	hsa-mir-30a	0.0624
hsa-mir-152	hsa-mir-324	0
hsa-mir-152	hsa-mir-598	0
hsa-mir-152	hsa-mir-100	0.0211
hsa-mir-152	hsa-mir-375	0
hsa-mir-152	hsa-mir-338	0.0094
hsa-mir-152	hsa-mir-15b	0.0092
hsa-mir-152	hsa-mir-30e	0.0826
hsa-mir-152	hsa-mir-339	0.0239
hsa-mir-152	hsa-mir-32	0.0747
hsa-mir-152	hsa-mir-424	0.0356
hsa-mir-152	hsa-mir-134	0
hsa-mir-152	hsa-mir-200a	0.0134
hsa-mir-152	hsa-mir-18b	0.0083
hsa-mir-152	hsa-mir-328	0
hsa-mir-152	hsa-mir-95	0.068
hsa-mir-152	hsa-mir-532	0
hsa-mir-152	hsa-mir-214	0.0453
hsa-mir-152	hsa-mir-210	0.2284
hsa-mir-152	hsa-mir-205	0.0867
hsa-mir-152	hsa-mir-144	0
hsa-mir-152	hsa-mir-484	0
hsa-mir-152	hsa-mir-376c	0
hsa-mir-152	hsa-mir-99a	0.0295
hsa-mir-152	hsa-mir-130a	0.026
hsa-mir-152	hsa-mir-27a	0.0256
hsa-mir-152	hsa-mir-27b	0.1061
hsa-mir-152	hsa-mir-454	0
hsa-mir-152	hsa-mir-362	0
hsa-mir-152	hsa-mir-182	0.0236
hsa-mir-152	hsa-mir-98	0.0303
hsa-mir-152	hsa-mir-92b	0.0128
hsa-mir-152	hsa-mir-432	0.0308
hsa-mir-152	hsa-mir-411	0.6667
hsa-mir-152	hsa-mir-335	0.0336
hsa-mir-152	hsa-mir-29c	0.0484
hsa-mir-152	hsa-mir-30d	0.0465
hsa-mir-152	hsa-mir-187	0.0109
hsa-mir-152	hsa-mir-301a	0
hsa-mir-152	hsa-mir-199b	0.0664
hsa-mir-152	hsa-mir-126	0.0464
hsa-mir-152	hsa-mir-191	0.0599
hsa-mir-330	hsa-let-7e	0.125
hsa-mir-330	hsa-mir-223	0.0143
hsa-mir-330	hsa-mir-34a	0
hsa-mir-330	hsa-let-7c	0.1429
hsa-mir-330	hsa-mir-17	0.0741
hsa-mir-330	hsa-mir-146b	0
hsa-mir-330	hsa-mir-501	0
hsa-mir-330	hsa-mir-296	0.2857
hsa-mir-330	hsa-mir-186	0.6667
hsa-mir-330	hsa-mir-370	0
hsa-mir-330	hsa-mir-125a	0.2
hsa-mir-330	hsa-mir-28	0.4
hsa-mir-330	hsa-mir-183	0
hsa-mir-330	hsa-mir-196b	0
hsa-mir-330	hsa-mir-195	0.2243
hsa-mir-330	hsa-mir-107	0.25
hsa-mir-330	hsa-mir-192	0.4
hsa-mir-330	hsa-mir-301b	0
hsa-mir-330	hsa-mir-409	0
hsa-mir-330	hsa-mir-185	0
hsa-mir-330	hsa-mir-378	0
hsa-mir-330	hsa-mir-542	0.0545
hsa-mir-330	hsa-mir-130b	0.5
hsa-mir-330	hsa-mir-135b	0
hsa-mir-330	hsa-mir-106a	0
hsa-mir-330	hsa-mir-148a	0.3333
hsa-mir-330	hsa-mir-340	0.6667
hsa-mir-330	hsa-mir-615	0
hsa-mir-330	hsa-mir-654	0
hsa-mir-330	hsa-mir-200c	0.2222
hsa-mir-330	hsa-mir-148b	0
hsa-mir-330	hsa-mir-30a	0.25
hsa-mir-330	hsa-mir-324	0
hsa-mir-330	hsa-mir-598	0
hsa-mir-330	hsa-mir-100	0
hsa-mir-330	hsa-mir-375	0
hsa-mir-330	hsa-mir-338	0
hsa-mir-330	hsa-mir-15b	0
hsa-mir-330	hsa-mir-30e	0.3333
hsa-mir-330	hsa-mir-339	0.25
hsa-mir-330	hsa-mir-32	0.2857
hsa-mir-330	hsa-mir-424	0.4
hsa-mir-330	hsa-mir-134	0
hsa-mir-330	hsa-mir-200a	0
hsa-mir-330	hsa-mir-18b	0
hsa-mir-330	hsa-mir-328	0
hsa-mir-330	hsa-mir-95	0
hsa-mir-330	hsa-mir-532	0
hsa-mir-330	hsa-mir-214	0.0442
hsa-mir-330	hsa-mir-210	0.2077
hsa-mir-330	hsa-mir-205	0.2222
hsa-mir-330	hsa-mir-144	0
hsa-mir-330	hsa-mir-484	0
hsa-mir-330	hsa-mir-376c	0
hsa-mir-330	hsa-mir-99a	0
hsa-mir-330	hsa-mir-130a	0.3333
hsa-mir-330	hsa-mir-27a	0.4
hsa-mir-330	hsa-mir-27b	0
hsa-mir-330	hsa-mir-454	0
hsa-mir-330	hsa-mir-362	0
hsa-mir-330	hsa-mir-182	0.2857
hsa-mir-330	hsa-mir-98	0.4
hsa-mir-330	hsa-mir-92b	0
hsa-mir-330	hsa-mir-432	0.5
hsa-mir-330	hsa-mir-411	0.0769
hsa-mir-330	hsa-mir-335	0.0218
hsa-mir-330	hsa-mir-29c	0
hsa-mir-330	hsa-mir-30d	0
hsa-mir-330	hsa-mir-187	0
hsa-mir-330	hsa-mir-301a	0
hsa-mir-330	hsa-mir-199b	0.25
hsa-mir-330	hsa-mir-126	0.1429
hsa-mir-330	hsa-mir-191	0
hsa-let-7e	hsa-mir-223	0.6253
hsa-let-7e	hsa-mir-34a	0.639
hsa-let-7e	hsa-let-7c	0.8975
hsa-let-7e	hsa-mir-17	0.6157
hsa-let-7e	hsa-mir-146b	0.4865
hsa-let-7e	hsa-mir-501	0.1277
hsa-let-7e	hsa-mir-296	0.5099
hsa-let-7e	hsa-mir-186	0.3725
hsa-let-7e	hsa-mir-370	0.0858
hsa-let-7e	hsa-mir-125a	0.5855
hsa-let-7e	hsa-mir-28	0.3264
hsa-let-7e	hsa-mir-183	0.3414
hsa-let-7e	hsa-mir-196b	0.299
hsa-let-7e	hsa-mir-195	0.5313
hsa-let-7e	hsa-mir-107	0.5146
hsa-let-7e	hsa-mir-192	0.442
hsa-let-7e	hsa-mir-301b	0.1735
hsa-let-7e	hsa-mir-409	0.1206
hsa-let-7e	hsa-mir-185	0.125
hsa-let-7e	hsa-mir-378	0.2171
hsa-let-7e	hsa-mir-542	0.0766
hsa-let-7e	hsa-mir-130b	0.4573
hsa-let-7e	hsa-mir-135b	0.4235
hsa-let-7e	hsa-mir-106a	0.4772
hsa-let-7e	hsa-mir-148a	0.389
hsa-let-7e	hsa-mir-340	0.2742
hsa-let-7e	hsa-mir-615	0.125
hsa-let-7e	hsa-mir-654	0.125
hsa-let-7e	hsa-mir-200c	0.4881
hsa-let-7e	hsa-mir-148b	0.1668
hsa-let-7e	hsa-mir-30a	0.4662
hsa-let-7e	hsa-mir-324	0.125
hsa-let-7e	hsa-mir-598	0
hsa-let-7e	hsa-mir-100	0.4212
hsa-let-7e	hsa-mir-375	0.1711
hsa-let-7e	hsa-mir-338	0.3717
hsa-let-7e	hsa-mir-15b	0.3512
hsa-let-7e	hsa-mir-30e	0.5069
hsa-let-7e	hsa-mir-339	0.4464
hsa-let-7e	hsa-mir-32	0.502
hsa-let-7e	hsa-mir-424	0.2231
hsa-let-7e	hsa-mir-134	0.124
hsa-let-7e	hsa-mir-200a	0.5299
hsa-let-7e	hsa-mir-18b	0.513
hsa-let-7e	hsa-mir-328	0.0294
hsa-let-7e	hsa-mir-95	0.3898
hsa-let-7e	hsa-mir-532	0.1817
hsa-let-7e	hsa-mir-214	0.5638
hsa-let-7e	hsa-mir-210	0.5099
hsa-let-7e	hsa-mir-205	0.4645
hsa-let-7e	hsa-mir-144	0.1984
hsa-let-7e	hsa-mir-484	0.2244
hsa-let-7e	hsa-mir-376c	0.2334
hsa-let-7e	hsa-mir-99a	0.3127
hsa-let-7e	hsa-mir-130a	0.461
hsa-let-7e	hsa-mir-27a	0.4199
hsa-let-7e	hsa-mir-27b	0.2185
hsa-let-7e	hsa-mir-454	0.1473
hsa-let-7e	hsa-mir-362	0.1277
hsa-let-7e	hsa-mir-182	0.3335
hsa-let-7e	hsa-mir-98	0.5596
hsa-let-7e	hsa-mir-92b	0.5546
hsa-let-7e	hsa-mir-432	0.2246
hsa-let-7e	hsa-mir-411	0.0114
hsa-let-7e	hsa-mir-335	0.3528
hsa-let-7e	hsa-mir-29c	0.4501
hsa-let-7e	hsa-mir-30d	0.5634
hsa-let-7e	hsa-mir-187	0.0766
hsa-let-7e	hsa-mir-301a	0.1735
hsa-let-7e	hsa-mir-199b	0.4237
hsa-let-7e	hsa-mir-126	0.5855
hsa-let-7e	hsa-mir-191	0.5522
hsa-mir-223	hsa-mir-34a	0.5725
hsa-mir-223	hsa-let-7c	0.4966
hsa-mir-223	hsa-mir-17	0.5865
hsa-mir-223	hsa-mir-146b	0.5092
hsa-mir-223	hsa-mir-501	0.125
hsa-mir-223	hsa-mir-296	0.3034
hsa-mir-223	hsa-mir-186	0.2103
hsa-mir-223	hsa-mir-370	0.0566
hsa-mir-223	hsa-mir-125a	0.5685
hsa-mir-223	hsa-mir-28	0.2362
hsa-mir-223	hsa-mir-183	0.3738
hsa-mir-223	hsa-mir-196b	0.3181
hsa-mir-223	hsa-mir-195	0.5271
hsa-mir-223	hsa-mir-107	0.44
hsa-mir-223	hsa-mir-192	0.3438
hsa-mir-223	hsa-mir-301b	0.1337
hsa-mir-223	hsa-mir-409	0.0419
hsa-mir-223	hsa-mir-185	0.125
hsa-mir-223	hsa-mir-378	0.2681
hsa-mir-223	hsa-mir-542	0.1008
hsa-mir-223	hsa-mir-130b	0.2295
hsa-mir-223	hsa-mir-135b	0.3686
hsa-mir-223	hsa-mir-106a	0.6172
hsa-mir-223	hsa-mir-148a	0.3501
hsa-mir-223	hsa-mir-340	0.1943
hsa-mir-223	hsa-mir-615	0.125
hsa-mir-223	hsa-mir-654	0.125
hsa-mir-223	hsa-mir-200c	0.3926
hsa-mir-223	hsa-mir-148b	0.1897
hsa-mir-223	hsa-mir-30a	0.3845
hsa-mir-223	hsa-mir-324	0.125
hsa-mir-223	hsa-mir-598	0
hsa-mir-223	hsa-mir-100	0.5078
hsa-mir-223	hsa-mir-375	0.1335
hsa-mir-223	hsa-mir-338	0.2376
hsa-mir-223	hsa-mir-15b	0.368
hsa-mir-223	hsa-mir-30e	0.2811
hsa-mir-223	hsa-mir-339	0.3235
hsa-mir-223	hsa-mir-32	0.4526
hsa-mir-223	hsa-mir-424	0.2372
hsa-mir-223	hsa-mir-134	0.1246
hsa-mir-223	hsa-mir-200a	0.4785
hsa-mir-223	hsa-mir-18b	0.4155
hsa-mir-223	hsa-mir-328	0.0234
