node1	node2	MISIM_similarity_value
hsa-mir-96	hsa-mir-148a	0.043
hsa-mir-96	hsa-mir-340	0.0141
hsa-mir-96	hsa-mir-615	0
hsa-mir-96	hsa-mir-654	0
hsa-mir-96	hsa-mir-200c	0.0911
hsa-mir-96	hsa-mir-148b	0.0153
hsa-mir-96	hsa-mir-30a	0.0324
hsa-mir-96	hsa-mir-324	0
hsa-mir-96	hsa-mir-598	0
hsa-mir-96	hsa-mir-100	0.0523
hsa-mir-96	hsa-mir-375	0.0326
hsa-mir-96	hsa-mir-338	0.0967
hsa-mir-96	hsa-mir-15b	0.0824
hsa-mir-96	hsa-mir-30e	0.1631
hsa-mir-96	hsa-mir-339	0.1131
hsa-mir-96	hsa-mir-32	0.0203
hsa-mir-96	hsa-mir-424	0.1221
hsa-mir-96	hsa-mir-134	0.0284
hsa-mir-96	hsa-mir-200a	0.0959
hsa-mir-96	hsa-mir-18b	0.271
hsa-mir-96	hsa-mir-328	0.072
hsa-mir-96	hsa-mir-95	0.0475
hsa-mir-96	hsa-mir-532	0.0698
hsa-mir-96	hsa-mir-214	0.1031
hsa-mir-96	hsa-mir-210	0.0541
hsa-mir-96	hsa-mir-205	0.0497
hsa-mir-96	hsa-mir-144	0.0248
hsa-mir-96	hsa-mir-484	0.0267
hsa-mir-96	hsa-mir-376c	0.048
hsa-mir-96	hsa-mir-99a	0.0122
hsa-mir-96	hsa-mir-130a	0.0461
hsa-mir-96	hsa-mir-27a	0.0969
hsa-mir-96	hsa-mir-27b	0.1249
hsa-mir-96	hsa-mir-454	0.1323
hsa-mir-96	hsa-mir-362	0.0319
hsa-mir-96	hsa-mir-182	0.2711
hsa-mir-96	hsa-mir-98	0.1796
hsa-mir-96	hsa-mir-92b	0.218
hsa-mir-96	hsa-mir-432	0.0212
hsa-mir-96	hsa-mir-411	0
hsa-mir-96	hsa-mir-335	0.1333
hsa-mir-96	hsa-mir-29c	0.1487
hsa-mir-96	hsa-mir-30d	0.0844
hsa-mir-96	hsa-mir-187	0.147
hsa-mir-96	hsa-mir-301a	0.0391
hsa-mir-96	hsa-mir-199b	0.0817
hsa-mir-96	hsa-mir-126	0.0902
hsa-mir-96	hsa-mir-191	0.0909
hsa-mir-30b	hsa-mir-181d	0.1473
hsa-mir-30b	hsa-mir-141	0.3673
hsa-mir-30b	hsa-mir-342	0.2574
hsa-mir-30b	hsa-mir-127	0.3878
hsa-mir-30b	hsa-mir-20a	0.3696
hsa-mir-30b	hsa-mir-376b	0.0788
hsa-mir-30b	hsa-mir-331	0.25
hsa-mir-30b	hsa-mir-224	0.2878
hsa-mir-30b	hsa-mir-26b	0.2338
hsa-mir-30b	hsa-mir-18a	0.416
hsa-mir-30b	hsa-mir-629	0.0221
hsa-mir-30b	hsa-mir-363	0.0973
hsa-mir-30b	hsa-mir-455	0.1455
hsa-mir-30b	hsa-mir-495	0.0583
hsa-mir-30b	hsa-let-7d	0.5251
hsa-mir-30b	hsa-mir-660	0.0916
hsa-mir-30b	hsa-mir-200b	0.4494
hsa-mir-30b	hsa-mir-197	0.2643
hsa-mir-30b	hsa-mir-491	0.1459
hsa-mir-30b	hsa-mir-29a	0.5975
hsa-mir-30b	hsa-let-7g	0.4813
hsa-mir-30b	hsa-mir-139	0.0888
hsa-mir-30b	hsa-mir-203	0.2565
hsa-mir-30b	hsa-mir-190	0.1194
hsa-mir-30b	hsa-mir-652	0.0259
hsa-mir-30b	hsa-mir-421	0.0697
hsa-mir-30b	hsa-mir-221	0.2644
hsa-mir-30b	hsa-mir-132	0.4502
hsa-mir-30b	hsa-mir-99b	0.2386
hsa-mir-30b	hsa-mir-19a	0.4168
hsa-mir-30b	hsa-mir-155	0.306
hsa-mir-30b	hsa-mir-25	0.527
hsa-mir-30b	hsa-mir-451	0.2647
hsa-mir-30b	hsa-mir-145	0.417
hsa-mir-30b	hsa-mir-142	0.2468
hsa-mir-30b	hsa-mir-486	0.0221
hsa-mir-30b	hsa-mir-146a	0.3181
hsa-mir-30b	hsa-mir-539	0.0259
hsa-mir-30b	hsa-mir-93	0.5197
hsa-mir-30b	hsa-mir-20b	0.423
hsa-mir-30b	hsa-let-7i	0.4406
hsa-mir-30b	hsa-mir-151	0.5244
hsa-mir-30b	hsa-mir-431	0.2452
hsa-mir-30b	hsa-mir-181c	0.2767
hsa-mir-30b	hsa-mir-429	0.6371
hsa-mir-30b	hsa-mir-381	0.2207
hsa-mir-30b	hsa-mir-10a	0.2514
hsa-mir-30b	hsa-mir-34b	0.519
hsa-mir-30b	hsa-mir-136	0.25
hsa-mir-30b	hsa-let-7b	0.5026
hsa-mir-30b	hsa-mir-222	0.2764
hsa-mir-30b	hsa-mir-21	0.3542
hsa-mir-30b	hsa-mir-377	0.252
hsa-mir-30b	hsa-mir-10b	0.4866
hsa-mir-30b	hsa-mir-23a	0.087
hsa-mir-30b	hsa-mir-23b	0.2636
hsa-mir-30b	hsa-mir-33b	0.2863
hsa-mir-30b	hsa-mir-769	0.0221
hsa-mir-30b	hsa-mir-154	0.0726
hsa-mir-30b	hsa-mir-204	0.4572
hsa-mir-30b	hsa-mir-106b	0.6065
hsa-mir-30b	hsa-mir-150	0.3126
hsa-mir-30b	hsa-mir-337	0.0583
hsa-mir-30b	hsa-mir-487b	0
hsa-mir-30b	hsa-mir-215	0.7077
hsa-mir-30b	hsa-mir-212	0.5603
hsa-mir-30b	hsa-mir-452	0.2598
hsa-mir-30b	hsa-mir-15a	0.2599
hsa-mir-30b	hsa-mir-659	0.0286
hsa-mir-30b	hsa-mir-497	0.2558
hsa-mir-30b	hsa-mir-423	0.2418
hsa-mir-30b	hsa-mir-143	0.3208
hsa-mir-30b	hsa-mir-323	0.1257
hsa-mir-30b	hsa-mir-152	0.0656
hsa-mir-30b	hsa-mir-330	0.25
hsa-mir-30b	hsa-let-7e	0.4827
hsa-mir-30b	hsa-mir-223	0.2856
hsa-mir-30b	hsa-mir-34a	0.4035
hsa-mir-30b	hsa-let-7c	0.4424
hsa-mir-30b	hsa-mir-17	0.4107
hsa-mir-30b	hsa-mir-146b	0.3652
hsa-mir-30b	hsa-mir-501	0
hsa-mir-30b	hsa-mir-296	0.7896
hsa-mir-30b	hsa-mir-186	0.3284
hsa-mir-30b	hsa-mir-370	0.0449
hsa-mir-30b	hsa-mir-125a	0.5717
hsa-mir-30b	hsa-mir-28	0.2887
hsa-mir-30b	hsa-mir-183	0.2409
hsa-mir-30b	hsa-mir-196b	0.3262
hsa-mir-30b	hsa-mir-195	0.3365
hsa-mir-30b	hsa-mir-107	0.2451
hsa-mir-30b	hsa-mir-192	0.435
hsa-mir-30b	hsa-mir-301b	0.0951
hsa-mir-30b	hsa-mir-409	0.0656
hsa-mir-30b	hsa-mir-185	0.0221
hsa-mir-30b	hsa-mir-378	0.1013
hsa-mir-30b	hsa-mir-542	0.0426
hsa-mir-30b	hsa-mir-130b	0.3252
hsa-mir-30b	hsa-mir-135b	0.5219
hsa-mir-30b	hsa-mir-106a	0.251
hsa-mir-30b	hsa-mir-148a	0.269
hsa-mir-30b	hsa-mir-340	0.2842
hsa-mir-30b	hsa-mir-615	0.0221
hsa-mir-30b	hsa-mir-654	0.0221
hsa-mir-30b	hsa-mir-200c	0.4335
hsa-mir-30b	hsa-mir-148b	0.1104
hsa-mir-30b	hsa-mir-30a	0.622
hsa-mir-30b	hsa-mir-324	0.0221
hsa-mir-30b	hsa-mir-598	0.0259
hsa-mir-30b	hsa-mir-100	0.2459
hsa-mir-30b	hsa-mir-375	0.0968
hsa-mir-30b	hsa-mir-338	0.5615
hsa-mir-30b	hsa-mir-15b	0.2059
hsa-mir-30b	hsa-mir-30e	0.6085
hsa-mir-30b	hsa-mir-339	0.6079
hsa-mir-30b	hsa-mir-32	0.4688
hsa-mir-30b	hsa-mir-424	0.2574
hsa-mir-30b	hsa-mir-134	0.0317
hsa-mir-30b	hsa-mir-200a	0.5133
hsa-mir-30b	hsa-mir-18b	0.2031
hsa-mir-30b	hsa-mir-328	0
hsa-mir-30b	hsa-mir-95	0.2966
hsa-mir-30b	hsa-mir-532	0.2671
hsa-mir-30b	hsa-mir-214	0.543
hsa-mir-30b	hsa-mir-210	0.4335
hsa-mir-30b	hsa-mir-205	0.5274
hsa-mir-30b	hsa-mir-144	0.1235
hsa-mir-30b	hsa-mir-484	0.0926
hsa-mir-30b	hsa-mir-376c	0.1176
hsa-mir-30b	hsa-mir-99a	0.2558
hsa-mir-30b	hsa-mir-130a	0.4045
hsa-mir-30b	hsa-mir-27a	0.3538
hsa-mir-30b	hsa-mir-27b	0.271
hsa-mir-30b	hsa-mir-454	0.0916
hsa-mir-30b	hsa-mir-362	0
hsa-mir-30b	hsa-mir-182	0.412
hsa-mir-30b	hsa-mir-98	0.3409
hsa-mir-30b	hsa-mir-92b	0.4302
hsa-mir-30b	hsa-mir-432	0.2207
hsa-mir-30b	hsa-mir-411	0.0228
hsa-mir-30b	hsa-mir-335	0.2426
hsa-mir-30b	hsa-mir-29c	0.3416
hsa-mir-30b	hsa-mir-30d	0.8289
hsa-mir-30b	hsa-mir-187	0.0352
hsa-mir-30b	hsa-mir-301a	0.0951
hsa-mir-30b	hsa-mir-199b	0.4206
hsa-mir-30b	hsa-mir-126	0.4287
hsa-mir-30b	hsa-mir-191	0.3206
hsa-mir-181d	hsa-mir-141	0.2541
hsa-mir-181d	hsa-mir-342	0.035
hsa-mir-181d	hsa-mir-127	0.4281
hsa-mir-181d	hsa-mir-20a	0.274
hsa-mir-181d	hsa-mir-376b	0.084
hsa-mir-181d	hsa-mir-331	0
hsa-mir-181d	hsa-mir-224	0.3908
hsa-mir-181d	hsa-mir-26b	0.0758
hsa-mir-181d	hsa-mir-18a	0.3176
hsa-mir-181d	hsa-mir-629	0
hsa-mir-181d	hsa-mir-363	0.3644
hsa-mir-181d	hsa-mir-455	0.4321
hsa-mir-181d	hsa-mir-495	0.1675
hsa-mir-181d	hsa-let-7d	0.3025
hsa-mir-181d	hsa-mir-660	0.3717
hsa-mir-181d	hsa-mir-200b	0.228
hsa-mir-181d	hsa-mir-197	0.0783
hsa-mir-181d	hsa-mir-491	0.3323
hsa-mir-181d	hsa-mir-29a	0.1953
hsa-mir-181d	hsa-let-7g	0.3228
hsa-mir-181d	hsa-mir-139	0.095
hsa-mir-181d	hsa-mir-203	0.1205
hsa-mir-181d	hsa-mir-190	0.1007
hsa-mir-181d	hsa-mir-652	0.4
hsa-mir-181d	hsa-mir-421	0.0914
hsa-mir-181d	hsa-mir-221	0.1996
hsa-mir-181d	hsa-mir-132	0.2853
hsa-mir-181d	hsa-mir-99b	0.1598
hsa-mir-181d	hsa-mir-19a	0.259
hsa-mir-181d	hsa-mir-155	0.2122
hsa-mir-181d	hsa-mir-25	0.2624
hsa-mir-181d	hsa-mir-451	0.222
hsa-mir-181d	hsa-mir-145	0.1997
hsa-mir-181d	hsa-mir-142	0.2637
hsa-mir-181d	hsa-mir-486	0
hsa-mir-181d	hsa-mir-146a	0.1995
hsa-mir-181d	hsa-mir-539	0.4
hsa-mir-181d	hsa-mir-93	0.4242
hsa-mir-181d	hsa-mir-20b	0.2959
hsa-mir-181d	hsa-let-7i	0.3013
hsa-mir-181d	hsa-mir-151	0.1443
hsa-mir-181d	hsa-mir-431	0.3333
hsa-mir-181d	hsa-mir-181c	0.5278
hsa-mir-181d	hsa-mir-429	0.2294
hsa-mir-181d	hsa-mir-381	0.2857
hsa-mir-181d	hsa-mir-10a	0.2161
hsa-mir-181d	hsa-mir-34b	0.5153
hsa-mir-181d	hsa-mir-136	0
hsa-mir-181d	hsa-let-7b	0.277
hsa-mir-181d	hsa-mir-222	0.1609
hsa-mir-181d	hsa-mir-21	0.2182
hsa-mir-181d	hsa-mir-377	0
hsa-mir-181d	hsa-mir-10b	0.253
hsa-mir-181d	hsa-mir-23a	0.2857
hsa-mir-181d	hsa-mir-23b	0.3396
hsa-mir-181d	hsa-mir-33b	0.0939
hsa-mir-181d	hsa-mir-769	0
hsa-mir-181d	hsa-mir-154	0.529
hsa-mir-181d	hsa-mir-204	0.1359
hsa-mir-181d	hsa-mir-106b	0.3213
hsa-mir-181d	hsa-mir-150	0.074
hsa-mir-181d	hsa-mir-337	0.1675
hsa-mir-181d	hsa-mir-487b	0
hsa-mir-181d	hsa-mir-215	0.1533
hsa-mir-181d	hsa-mir-212	0.2904
hsa-mir-181d	hsa-mir-452	0.0589
hsa-mir-181d	hsa-mir-15a	0.353
hsa-mir-181d	hsa-mir-659	0.0333
hsa-mir-181d	hsa-mir-497	0.0653
hsa-mir-181d	hsa-mir-423	0
hsa-mir-181d	hsa-mir-143	0.1221
hsa-mir-181d	hsa-mir-323	0.6368
hsa-mir-181d	hsa-mir-152	0
hsa-mir-181d	hsa-mir-330	0
hsa-mir-181d	hsa-let-7e	0.2636
hsa-mir-181d	hsa-mir-223	0.1296
hsa-mir-181d	hsa-mir-34a	0.3192
hsa-mir-181d	hsa-let-7c	0.2824
hsa-mir-181d	hsa-mir-17	0.2677
hsa-mir-181d	hsa-mir-146b	0.4006
hsa-mir-181d	hsa-mir-501	0
hsa-mir-181d	hsa-mir-296	0.1202
hsa-mir-181d	hsa-mir-186	0.0839
hsa-mir-181d	hsa-mir-370	0.5657
hsa-mir-181d	hsa-mir-125a	0.2345
hsa-mir-181d	hsa-mir-28	0.0525
hsa-mir-181d	hsa-mir-183	0.1065
hsa-mir-181d	hsa-mir-196b	0.2916
hsa-mir-181d	hsa-mir-195	0.1007
hsa-mir-181d	hsa-mir-107	0.0898
hsa-mir-181d	hsa-mir-192	0.107
hsa-mir-181d	hsa-mir-301b	0.2022
hsa-mir-181d	hsa-mir-409	0.201
hsa-mir-181d	hsa-mir-185	0
hsa-mir-181d	hsa-mir-378	0.3038
hsa-mir-181d	hsa-mir-542	0.056
hsa-mir-181d	hsa-mir-130b	0.3086
hsa-mir-181d	hsa-mir-135b	0.1626
hsa-mir-181d	hsa-mir-106a	0.2835
hsa-mir-181d	hsa-mir-148a	0.0739
hsa-mir-181d	hsa-mir-340	0.0761
hsa-mir-181d	hsa-mir-615	0
hsa-mir-181d	hsa-mir-654	0
hsa-mir-181d	hsa-mir-200c	0.1988
hsa-mir-181d	hsa-mir-148b	0.351
hsa-mir-181d	hsa-mir-30a	0.0803
hsa-mir-181d	hsa-mir-324	0
hsa-mir-181d	hsa-mir-598	0.4
hsa-mir-181d	hsa-mir-100	0.092
hsa-mir-181d	hsa-mir-375	0.1733
hsa-mir-181d	hsa-mir-338	0.1502
hsa-mir-181d	hsa-mir-15b	0.2896
hsa-mir-181d	hsa-mir-30e	0.2362
hsa-mir-181d	hsa-mir-339	0.26
hsa-mir-181d	hsa-mir-32	0.1091
hsa-mir-181d	hsa-mir-424	0.0525
hsa-mir-181d	hsa-mir-134	0.032
hsa-mir-181d	hsa-mir-200a	0.2439
hsa-mir-181d	hsa-mir-18b	0.4163
hsa-mir-181d	hsa-mir-328	0
hsa-mir-181d	hsa-mir-95	0.3645
hsa-mir-181d	hsa-mir-532	0.0823
hsa-mir-181d	hsa-mir-214	0.1454
hsa-mir-181d	hsa-mir-210	0.1147
hsa-mir-181d	hsa-mir-205	0.2836
hsa-mir-181d	hsa-mir-144	0.2707
hsa-mir-181d	hsa-mir-484	0.3457
hsa-mir-181d	hsa-mir-376c	0.06
hsa-mir-181d	hsa-mir-99a	0.0609
hsa-mir-181d	hsa-mir-130a	0.1685
hsa-mir-181d	hsa-mir-27a	0.4779
hsa-mir-181d	hsa-mir-27b	0.1394
hsa-mir-181d	hsa-mir-454	0.3717
hsa-mir-181d	hsa-mir-362	0
hsa-mir-181d	hsa-mir-182	0.0822
hsa-mir-181d	hsa-mir-98	0.2243
hsa-mir-181d	hsa-mir-92b	0.2506
hsa-mir-181d	hsa-mir-432	0.2857
hsa-mir-181d	hsa-mir-411	0
hsa-mir-181d	hsa-mir-335	0.0953
hsa-mir-181d	hsa-mir-29c	0.2924
hsa-mir-181d	hsa-mir-30d	0.2235
hsa-mir-181d	hsa-mir-187	0.0968
hsa-mir-181d	hsa-mir-301a	0.2022
hsa-mir-181d	hsa-mir-199b	0.2181
hsa-mir-181d	hsa-mir-126	0.2781
hsa-mir-181d	hsa-mir-191	0.2631
hsa-mir-141	hsa-mir-342	0.0661
hsa-mir-141	hsa-mir-127	0.6742
hsa-mir-141	hsa-mir-20a	0.5588
hsa-mir-141	hsa-mir-376b	0.1888
hsa-mir-141	hsa-mir-331	0
hsa-mir-141	hsa-mir-224	0.319
hsa-mir-141	hsa-mir-26b	0.0768
hsa-mir-141	hsa-mir-18a	0.5837
hsa-mir-141	hsa-mir-629	0.016
hsa-mir-141	hsa-mir-363	0.2635
hsa-mir-141	hsa-mir-455	0.2589
hsa-mir-141	hsa-mir-495	0.1084
hsa-mir-141	hsa-let-7d	0.5456
hsa-mir-141	hsa-mir-660	0.1678
hsa-mir-141	hsa-mir-200b	0.7804
hsa-mir-141	hsa-mir-197	0.1044
hsa-mir-141	hsa-mir-491	0.3242
hsa-mir-141	hsa-mir-29a	0.4388
hsa-mir-141	hsa-let-7g	0.4971
hsa-mir-141	hsa-mir-139	0.344
hsa-mir-141	hsa-mir-203	0.3967
hsa-mir-141	hsa-mir-190	0.2037
hsa-mir-141	hsa-mir-652	0
hsa-mir-141	hsa-mir-421	0.2766
hsa-mir-141	hsa-mir-221	0.4501
hsa-mir-141	hsa-mir-132	0.4653
hsa-mir-141	hsa-mir-99b	0.5045
hsa-mir-141	hsa-mir-19a	0.5578
hsa-mir-141	hsa-mir-155	0.4988
hsa-mir-141	hsa-mir-25	0.6205
hsa-mir-141	hsa-mir-451	0.4661
hsa-mir-141	hsa-mir-145	0.6609
hsa-mir-141	hsa-mir-142	0.3437
hsa-mir-141	hsa-mir-486	0.016
hsa-mir-141	hsa-mir-146a	0.3527
hsa-mir-141	hsa-mir-539	0
hsa-mir-141	hsa-mir-93	0.5967
hsa-mir-141	hsa-mir-20b	0.5098
hsa-mir-141	hsa-let-7i	0.5627
hsa-mir-141	hsa-mir-151	0.5163
hsa-mir-141	hsa-mir-431	0.0068
hsa-mir-141	hsa-mir-181c	0.1388
hsa-mir-141	hsa-mir-429	0.6495
hsa-mir-141	hsa-mir-381	0.0064
hsa-mir-141	hsa-mir-10a	0.3256
hsa-mir-141	hsa-mir-34b	0.5044
hsa-mir-141	hsa-mir-136	0
hsa-mir-141	hsa-let-7b	0.537
hsa-mir-141	hsa-mir-222	0.429
hsa-mir-141	hsa-mir-21	0.4504
hsa-mir-141	hsa-mir-377	0.0687
hsa-mir-141	hsa-mir-10b	0.4365
hsa-mir-141	hsa-mir-23a	0.0136
hsa-mir-141	hsa-mir-23b	0.1911
hsa-mir-141	hsa-mir-33b	0.1059
hsa-mir-141	hsa-mir-769	0.016
hsa-mir-141	hsa-mir-154	0.1395
hsa-mir-141	hsa-mir-204	0.4015
hsa-mir-141	hsa-mir-106b	0.5
hsa-mir-141	hsa-mir-150	0.3988
hsa-mir-141	hsa-mir-337	0.1162
hsa-mir-141	hsa-mir-487b	0.0075
hsa-mir-141	hsa-mir-215	0.4181
hsa-mir-141	hsa-mir-212	0.0827
hsa-mir-141	hsa-mir-452	0.2526
hsa-mir-141	hsa-mir-15a	0.3831
hsa-mir-141	hsa-mir-659	0.0274
hsa-mir-141	hsa-mir-497	0.2372
hsa-mir-141	hsa-mir-423	0.0147
hsa-mir-141	hsa-mir-143	0.5363
hsa-mir-141	hsa-mir-323	0.3143
hsa-mir-141	hsa-mir-152	0.0146
hsa-mir-141	hsa-mir-330	0
hsa-mir-141	hsa-let-7e	0.5186
hsa-mir-141	hsa-mir-223	0.5349
hsa-mir-141	hsa-mir-34a	0.5366
hsa-mir-141	hsa-let-7c	0.4754
hsa-mir-141	hsa-mir-17	0.4982
hsa-mir-141	hsa-mir-146b	0.3899
hsa-mir-141	hsa-mir-501	0.0075
hsa-mir-141	hsa-mir-296	0.3777
hsa-mir-141	hsa-mir-186	0.1867
hsa-mir-141	hsa-mir-370	0.0991
hsa-mir-141	hsa-mir-125a	0.4966
hsa-mir-141	hsa-mir-28	0.1564
hsa-mir-141	hsa-mir-183	0.3694
hsa-mir-141	hsa-mir-196b	0.4444
hsa-mir-141	hsa-mir-195	0.2605
hsa-mir-141	hsa-mir-107	0.3487
hsa-mir-141	hsa-mir-192	0.3342
hsa-mir-141	hsa-mir-301b	0.2059
hsa-mir-141	hsa-mir-409	0.1145
hsa-mir-141	hsa-mir-185	0.016
hsa-mir-141	hsa-mir-378	0.316
hsa-mir-141	hsa-mir-542	0.0634
hsa-mir-141	hsa-mir-130b	0.2259
hsa-mir-141	hsa-mir-135b	0.5087
hsa-mir-141	hsa-mir-106a	0.4653
hsa-mir-141	hsa-mir-148a	0.2946
hsa-mir-141	hsa-mir-340	0.2535
hsa-mir-141	hsa-mir-615	0.016
hsa-mir-141	hsa-mir-654	0.016
hsa-mir-141	hsa-mir-200c	0.5175
hsa-mir-141	hsa-mir-148b	0.234
hsa-mir-141	hsa-mir-30a	0.1562
hsa-mir-141	hsa-mir-324	0.016
hsa-mir-141	hsa-mir-598	0
hsa-mir-141	hsa-mir-100	0.4471
hsa-mir-141	hsa-mir-375	0.2006
hsa-mir-141	hsa-mir-338	0.4299
hsa-mir-141	hsa-mir-15b	0.3206
hsa-mir-141	hsa-mir-30e	0.3196
hsa-mir-141	hsa-mir-339	0.4077
hsa-mir-141	hsa-mir-32	0.3039
hsa-mir-141	hsa-mir-424	0.2918
hsa-mir-141	hsa-mir-134	0.0163
hsa-mir-141	hsa-mir-200a	0.7117
hsa-mir-141	hsa-mir-18b	0.5025
hsa-mir-141	hsa-mir-328	0.0173
hsa-mir-141	hsa-mir-95	0.326
hsa-mir-141	hsa-mir-532	0.0943
hsa-mir-141	hsa-mir-214	0.4458
hsa-mir-141	hsa-mir-210	0.4051
hsa-mir-141	hsa-mir-205	0.4248
hsa-mir-141	hsa-mir-144	0.2971
hsa-mir-141	hsa-mir-484	0.1665
hsa-mir-141	hsa-mir-376c	0.1684
hsa-mir-141	hsa-mir-99a	0.4079
hsa-mir-141	hsa-mir-130a	0.4095
hsa-mir-141	hsa-mir-27a	0.4231
hsa-mir-141	hsa-mir-27b	0.1274
hsa-mir-141	hsa-mir-454	0.1678
hsa-mir-141	hsa-mir-362	0.0075
hsa-mir-141	hsa-mir-182	0.2412
hsa-mir-141	hsa-mir-98	0.3399
hsa-mir-141	hsa-mir-92b	0.5398
hsa-mir-141	hsa-mir-432	0.0064
hsa-mir-141	hsa-mir-411	0.0159
hsa-mir-141	hsa-mir-335	0.3212
hsa-mir-141	hsa-mir-29c	0.3331
hsa-mir-141	hsa-mir-30d	0.4746
hsa-mir-141	hsa-mir-187	0.0808
hsa-mir-141	hsa-mir-301a	0.2059
hsa-mir-141	hsa-mir-199b	0.2005
hsa-mir-141	hsa-mir-126	0.503
hsa-mir-141	hsa-mir-191	0.5507
hsa-mir-342	hsa-mir-127	0.0712
hsa-mir-342	hsa-mir-20a	0.1546
hsa-mir-342	hsa-mir-376b	0.0222
hsa-mir-342	hsa-mir-331	0.4109
hsa-mir-342	hsa-mir-224	0.2649
hsa-mir-342	hsa-mir-26b	0.0912
hsa-mir-342	hsa-mir-18a	0.1439
hsa-mir-342	hsa-mir-629	0
hsa-mir-342	hsa-mir-363	0.2456
hsa-mir-342	hsa-mir-455	0.0218
hsa-mir-342	hsa-mir-495	0.0704
hsa-mir-342	hsa-let-7d	0.2155
hsa-mir-342	hsa-mir-660	0.0654
hsa-mir-342	hsa-mir-200b	0.0906
hsa-mir-342	hsa-mir-197	0.008
hsa-mir-342	hsa-mir-491	0.0236
hsa-mir-342	hsa-mir-29a	0.2739
hsa-mir-342	hsa-let-7g	0.104
hsa-mir-342	hsa-mir-139	0.3168
hsa-mir-342	hsa-mir-203	0.0567
hsa-mir-342	hsa-mir-190	0.0344
hsa-mir-342	hsa-mir-652	0
hsa-mir-342	hsa-mir-421	0.026
hsa-mir-342	hsa-mir-221	0.1196
hsa-mir-342	hsa-mir-132	0.2008
hsa-mir-342	hsa-mir-99b	0.0877
hsa-mir-342	hsa-mir-19a	0.1484
hsa-mir-342	hsa-mir-155	0.1778
hsa-mir-342	hsa-mir-25	0.0687
hsa-mir-342	hsa-mir-451	0.097
hsa-mir-342	hsa-mir-145	0.1806
hsa-mir-342	hsa-mir-142	0.0897
hsa-mir-342	hsa-mir-486	0
hsa-mir-342	hsa-mir-146a	0.1743
hsa-mir-342	hsa-mir-539	0
hsa-mir-342	hsa-mir-93	0.0605
hsa-mir-342	hsa-mir-20b	0.1358
hsa-mir-342	hsa-let-7i	0.1166
hsa-mir-342	hsa-mir-151	0.0797
hsa-mir-342	hsa-mir-431	0.0909
hsa-mir-342	hsa-mir-181c	0.0305
hsa-mir-342	hsa-mir-429	0.2428
hsa-mir-342	hsa-mir-381	0.3471
hsa-mir-342	hsa-mir-10a	0.0806
hsa-mir-342	hsa-mir-34b	0.2447
hsa-mir-342	hsa-mir-136	0.4109
hsa-mir-342	hsa-let-7b	0.3081
hsa-mir-342	hsa-mir-222	0.1267
hsa-mir-342	hsa-mir-21	0.1761
hsa-mir-342	hsa-mir-377	0.3424
hsa-mir-342	hsa-mir-10b	0.3095
hsa-mir-342	hsa-mir-23a	0.0739
hsa-mir-342	hsa-mir-23b	0.2631
hsa-mir-342	hsa-mir-33b	0.0096
hsa-mir-342	hsa-mir-769	0
hsa-mir-342	hsa-mir-154	0.0797
hsa-mir-342	hsa-mir-204	0.3154
hsa-mir-342	hsa-mir-106b	0.2436
hsa-mir-342	hsa-mir-150	0.2319
hsa-mir-342	hsa-mir-337	0.3412
hsa-mir-342	hsa-mir-487b	0.075
hsa-mir-342	hsa-mir-215	0.2535
hsa-mir-342	hsa-mir-212	0.285
hsa-mir-342	hsa-mir-452	0.3549
hsa-mir-342	hsa-mir-15a	0.268
hsa-mir-342	hsa-mir-659	0.0606
hsa-mir-342	hsa-mir-497	0.3623
hsa-mir-342	hsa-mir-423	0.3424
hsa-mir-342	hsa-mir-143	0.1677
hsa-mir-342	hsa-mir-323	0.0316
hsa-mir-342	hsa-mir-152	0.0419
hsa-mir-342	hsa-mir-330	0.4109
hsa-mir-342	hsa-let-7e	0.2112
hsa-mir-342	hsa-mir-223	0.1275
hsa-mir-342	hsa-mir-34a	0.1277
hsa-mir-342	hsa-let-7c	0.2291
hsa-mir-342	hsa-mir-17	0.2234
hsa-mir-342	hsa-mir-146b	0.0881
hsa-mir-342	hsa-mir-501	0.075
hsa-mir-342	hsa-mir-296	0.2808
hsa-mir-342	hsa-mir-186	0.3662
hsa-mir-342	hsa-mir-370	0.0318
hsa-mir-342	hsa-mir-125a	0.2426
hsa-mir-342	hsa-mir-28	0.5607
hsa-mir-342	hsa-mir-183	0.0318
hsa-mir-342	hsa-mir-196b	0.125
hsa-mir-342	hsa-mir-195	0.2934
hsa-mir-342	hsa-mir-107	0.3294
hsa-mir-342	hsa-mir-192	0.2754
hsa-mir-342	hsa-mir-301b	0.0224
hsa-mir-342	hsa-mir-409	0.0094
hsa-mir-342	hsa-mir-185	0
hsa-mir-342	hsa-mir-378	0.0708
hsa-mir-342	hsa-mir-542	0.3329
hsa-mir-342	hsa-mir-130b	0.3013
hsa-mir-342	hsa-mir-135b	0.0416
hsa-mir-342	hsa-mir-106a	0.0506
hsa-mir-342	hsa-mir-148a	0.2905
hsa-mir-342	hsa-mir-340	0.3602
hsa-mir-342	hsa-mir-615	0
hsa-mir-342	hsa-mir-654	0
hsa-mir-342	hsa-mir-200c	0.2626
hsa-mir-342	hsa-mir-148b	0.0217
hsa-mir-342	hsa-mir-30a	0.2777
hsa-mir-342	hsa-mir-324	0
hsa-mir-342	hsa-mir-598	0
